-- TIMES

INSERT INTO Times (Nome, Cidade, Estado, AnoFundacao, Estadio, CapacidadeEstadio, CorUniformePrimaria, CorUniformeSecundaria, Status)
VALUES
('Tigre FC', 'Fortaleza', 'CE', 1950, 'Estádio Tigre FC', 52000, 'Laranja', 'Preto', 1),
('Águia Azul', 'Belém', 'PA', 1951, 'Estádio Águia Azul', 52500, 'Azul', 'Branco', 1),
('Leões do Norte', 'Manaus', 'AM', 1952, 'Estádio Leões do Norte', 53000, 'Vermelho', 'Azul', 1),
('Furacão do Sul', 'Curitiba', 'PR', 1953, 'Estádio Furacão do Sul', 53500, 'Verde', 'Amarelo', 1),
('Dragões da Serra', 'Caxias', 'RS', 1954, 'Estádio Dragões da Serra', 54000, 'Roxo', 'Verde', 1),
('Cavaleiros de Aço', 'Campinas', 'SP', 1955, 'Estádio Cavaleiros de Aço', 54500, 'Cinza', 'Preto', 1),
('Estrelas do Oeste', 'Goiânia', 'GO', 1956, 'Estádio Estrelas do Oeste', 55000, 'Dourado', 'Branco', 1),
('Império Central', 'Brasília', 'DF', 1957, 'Estádio Império Central', 55500, 'Branco', 'Cinza', 1),
('Tempestade FC', 'Salvador', 'BA', 1958, 'Estádio Tempestade FC', 56000, 'Preto', 'Vermelho', 1),
('Raios da Montanha', 'Petrópolis', 'RJ', 1959, 'Estádio Raios da Montanha', 56500, 'Azul Marinho', 'Amarelo', 1),
('Marujos do Norte', 'Macapá', 'AP', 1960, 'Estádio Marujos do Norte', 57000, 'Amarelo', 'Preto', 1),
('Falcões do Vale', 'São José', 'SC', 1961, 'Estádio Falcões do Vale', 57500, 'Verde Escuro', 'Branco', 1),
('Corujas do Sul', 'Porto Alegre', 'RS', 1962, 'Estádio Corujas do Sul', 58000, 'Rosa', 'Azul', 1),
('Panteras Negras', 'Vitória', 'ES', 1963, 'Estádio Panteras Negras', 58500, 'Bordô', 'Cinza', 1),
('Lobos da Fronteira', 'Foz do Iguaçu', 'PR', 1964, 'Estádio Lobos da Fronteira', 59000, 'Azul Claro', 'Verde', 1),
('Guardiões da Areia', 'Natal', 'RN', 1965, 'Estádio Guardiões da Areia', 59500, 'Cinza Escuro', 'Preto', 1),
('Vento Leste FC', 'Aracaju', 'SE', 1966, 'Estádio Vento Leste FC', 60000, 'Lilás', 'Branco', 1),
('Titãs do Cerrado', 'Palmas', 'TO', 1967, 'Estádio Titãs do Cerrado', 60500, 'Marrom', 'Dourado', 1),
('Ciclones de Ouro', 'Uberlândia', 'MG', 1968, 'Estádio Ciclones de Ouro', 61000, 'Púrpura', 'Cinza', 1),
('Renegados FC', 'Bauru', 'SP', 1969, 'Estádio Renegados FC', 61500, 'Ciano', 'Verde', 1);

-- JOGADORES

SET IDENTITY_INSERT Jogadors ON;

INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (1, 'Luiz Otávio Mendes', '19940106', 'Coral Sea Islands', 3, 52, 1.69, 74, 0, 1);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (288, 'Miguel Alves', '19910725', 'Fiji', 0, 7, 1.67, 94, 0, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (289, 'Joana da Rocha', '20061210', 'Samoa Americana', 4, 51, 1.73, 72, 1, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (290, 'Carolina Ferreira', '19990902', 'Malásia', 4, 14, 1.78, 69, 1, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (291, 'Carolina da Luz', '19911130', 'Itália', 4, 6, 1.81, 95, 2, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (292, 'Srta. Ana Lívia Alves', '20070212', 'Rússia', 2, 74, 1.72, 75, 1, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (293, 'Yasmin Azevedo', '19950223', 'Gibraltar', 4, 99, 1.97, 60, 1, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (294, 'Ana Clara Vieira', '20050523', 'Ilha Norfolk', 2, 49, 1.79, 84, 1, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (295, 'Evelyn Silva', '19970107', 'Polinésia Francesa', 4, 63, 1.97, 86, 2, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (296, 'Sr. Gustavo Henrique Santos', '19960803', 'Bermudas', 3, 6, 1.87, 65, 2, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (297, 'Davi Alves', '19890828', 'Geórgia do Sul e Sandwich do Sul', 3, 15, 1.66, 61, 2, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (298, 'Vitor Gabriel Freitas', '19980911', 'Ilha Norfolk', 1, 67, 1.75, 68, 2, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (299, 'Ana Carolina Moura', '19960707', 'Nepal', 0, 18, 1.78, 95, 2, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (300, 'Thales da Mota', '20011016', 'Vaticano', 3, 22, 1.84, 67, 1, 10);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (301, 'Leandro Cavalcanti', '19901020', 'China', 2, 20, 1.94, 72, 0, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (302, 'Pietra Cardoso', '19930125', 'Guernsey', 3, 34, 1.71, 92, 2, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (303, 'Rebeca Mendes', '20040901', 'França', 2, 60, 1.76, 89, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (304, 'Sophie Oliveira', '19900205', 'Iêmen', 4, 43, 1.93, 81, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (305, 'Vinicius da Luz', '19980519', 'Panamá', 3, 13, 1.99, 62, 2, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (306, 'Caroline da Rosa', '19950727', 'Costa do Marfim', 1, 31, 1.85, 72, 0, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (307, 'Vinicius da Mota', '19911027', 'Tajiquistão', 2, 50, 1.79, 68, 2, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (308, 'Augusto Moreira', '20070302', 'Granada', 0, 29, 1.65, 89, 2, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (309, 'Agatha da Cunha', '19970911', 'São Tomé e Príncipe', 1, 58, 1.99, 87, 2, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (310, 'João Monteiro', '20020427', 'Suécia', 3, 83, 1.67, 85, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (311, 'Heitor da Conceição', '20010212', 'Suazilândia', 4, 33, 1.94, 95, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (312, 'Ian Rocha', '19920227', 'Moçambique', 2, 40, 1.85, 77, 2, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (313, 'Vitor Rodrigues', '20010911', 'Liechtenstein', 2, 41, 1.74, 70, 2, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (314, 'Esther Aragão', '20020531', 'Quênia', 1, 88, 1.83, 99, 0, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (315, 'Maysa Novaes', '19960311', 'Suécia', 2, 85, 1.71, 70, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (316, 'Thomas da Mota', '20040715', 'Comores', 1, 82, 1.72, 93, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (317, 'Luna Cardoso', '19920628', 'Albânia', 1, 68, 1.73, 82, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (318, 'Antônio Jesus', '19920328', 'Marianas do Norte', 4, 17, 1.72, 81, 0, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (319, 'Letícia Duarte', '19910715', 'Togo', 2, 52, 1.94, 88, 0, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (320, 'Alice Fernandes', '19940414', 'Nova Caledónia', 0, 43, 2.0, 98, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (321, 'Lívia Novaes', '20040210', 'Luxemburgo', 0, 98, 1.66, 66, 0, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (322, 'Luiz Otávio da Costa', '20040504', 'Itália', 2, 63, 1.98, 81, 0, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (323, 'Clarice Duarte', '20000624', 'Zâmbia', 1, 78, 1.77, 72, 0, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (324, 'Leonardo Araújo', '19940208', 'Jordânia', 0, 43, 1.75, 93, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (325, 'Felipe Castro', '19980524', 'Akrotiri', 0, 3, 1.79, 98, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (326, 'Vitor Hugo Barros', '19961013', 'Eslováquia', 3, 3, 1.78, 88, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (327, 'Sra. Mirella Costela', '20001120', 'Tailândia', 0, 34, 1.69, 99, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (328, 'Antônio da Mata', '19991127', 'Egito', 2, 5, 1.85, 88, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (329, 'Leonardo Porto', '20051027', 'República Checa', 4, 48, 1.77, 72, 2, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (330, 'Enzo Gabriel Dias', '19981218', 'Mali', 2, 73, 1.78, 81, 1, 11);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (331, 'Marina da Paz', '19991102', 'Indonésia', 4, 26, 1.71, 84, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (332, 'Sr. Diego Santos', '20020819', 'Panamá', 3, 19, 1.72, 77, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (333, 'Bryan Vieira', '19950227', 'Guatemala', 0, 65, 1.72, 96, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (334, 'Theo Costa', '19931221', 'Jersey', 3, 50, 1.97, 86, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (335, 'Fernando Fogaça', '19971105', 'Moldávia', 4, 41, 1.73, 82, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (336, 'Dr. Vitor Dias', '20020719', 'Ilhas Marshall', 4, 92, 1.78, 70, 0, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (337, 'Davi Lucca Nascimento', '19960623', 'Bolívia', 1, 1, 1.75, 82, 0, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (338, 'Ana Sophia Freitas', '19930521', 'Macedônia', 0, 46, 1.92, 69, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (339, 'Clara das Neves', '19960709', 'Indonésia', 4, 8, 1.94, 85, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (340, 'João Felipe da Mata', '19920114', 'Letônia', 0, 11, 1.8, 86, 2, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (341, 'Anthony Vieira', '19910605', 'Costa do Marfim', 2, 46, 1.77, 73, 0, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (342, 'João Gabriel Araújo', '19951018', 'Níger', 3, 47, 1.71, 64, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (343, 'Leandro da Cruz', '19981002', 'Maurícia', 3, 25, 1.76, 90, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (344, 'Leonardo Fernandes', '20020604', 'Tanzânia', 2, 20, 1.73, 90, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (345, 'Thales Araújo', '19950717', 'Sudão', 1, 21, 1.93, 82, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (346, 'João Miguel Rocha', '20050105', 'Andorra', 1, 15, 1.66, 89, 2, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (347, 'Diogo Moraes', '20061123', 'Birmânia', 4, 93, 1.72, 91, 0, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (348, 'Luigi Aragão', '20000724', 'Islândia', 4, 92, 1.67, 98, 2, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (349, 'Elisa Nogueira', '19960814', 'Salvador', 3, 70, 1.81, 68, 0, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (350, 'Dr. Luigi Oliveira', '20050530', 'Ilha Norfolk', 1, 1, 1.98, 99, 2, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (351, 'Maria Alice Barros', '20041227', 'Austrália', 0, 46, 1.8, 61, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (352, 'Luiz Felipe Gonçalves', '19951227', 'Egito', 1, 89, 1.95, 66, 2, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (353, 'Bryan Cardoso', '19900731', 'Jan Mayen', 2, 12, 1.92, 100, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (354, 'Luiz Otávio Pinto', '19980427', 'Nauru', 3, 59, 1.73, 81, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (355, 'Natália da Costa', '19980330', 'Jordânia', 0, 6, 1.97, 65, 0, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (356, 'Mariane Novaes', '19920113', 'Ilhas Caiman', 3, 13, 1.86, 72, 2, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (357, 'Ana Júlia Rezende', '19980408', 'Burquina Faso', 4, 32, 1.77, 84, 2, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (358, 'Daniela Mendes', '19931210', 'Sri Lanka', 4, 24, 1.7, 84, 0, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (359, 'Bryan Araújo', '20020312', 'Egito', 4, 21, 1.99, 65, 1, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (360, 'Evelyn Barros', '19950810', 'Bulgária', 3, 5, 1.92, 96, 2, 12);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (361, 'Thales Araújo', '19981203', 'Uganda', 4, 8, 1.7, 84, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (362, 'Ryan Aragão', '19940203', 'Nauru', 1, 5, 1.76, 84, 1, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (363, 'Brenda da Costa', '20000330', 'Alemanha', 2, 55, 1.7, 82, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (364, 'Isaac Azevedo', '20031122', 'Fiji', 1, 26, 1.86, 92, 0, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (365, 'Henrique Teixeira', '20060331', 'Ilha Norfolk', 0, 24, 1.9, 72, 1, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (366, 'Gustavo Farias', '19990721', 'Burquina Faso', 1, 22, 1.81, 96, 1, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (367, 'Eloah Cardoso', '19900925', 'Namíbia', 2, 17, 1.77, 74, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (368, 'Natália Alves', '19910123', 'Honduras', 1, 22, 1.98, 72, 0, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (369, 'Cauã Nunes', '20040221', 'Marrocos', 2, 78, 1.95, 78, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (370, 'Breno Oliveira', '19900518', 'Paraguai', 2, 96, 1.75, 94, 1, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (371, 'Anthony Campos', '19950131', 'Dhekelia', 3, 57, 1.86, 81, 0, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (372, 'Henrique da Cruz', '20060911', 'Bangladesh', 0, 27, 1.69, 90, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (373, 'Thiago Souza', '20011013', 'Barein', 1, 62, 1.76, 77, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (374, 'Fernando da Cunha', '20070124', 'Camarões', 0, 27, 1.9, 64, 1, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (375, 'Yago Melo', '20010905', 'Quiribáti', 3, 83, 1.71, 79, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (376, 'Marcelo Castro', '19920502', 'Maurícia', 4, 35, 1.8, 65, 0, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (377, 'Sr. Antônio Ramos', '19910405', 'Eslováquia', 1, 22, 1.82, 70, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (378, 'Sr. Enzo Lopes', '19931219', 'São Cristóvão e Neves', 3, 1, 1.72, 60, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (379, 'Sr. Joaquim Nogueira', '20011228', 'Colômbia', 4, 69, 1.96, 99, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (380, 'Anthony Teixeira', '19980603', 'Turquemenistão', 2, 80, 1.88, 80, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (381, 'Guilherme da Rocha', '20000306', 'Tuvalu', 3, 39, 1.86, 81, 1, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (382, 'Sra. Maitê Fogaça', '19940321', 'Niue', 4, 27, 1.72, 70, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (383, 'Clarice Freitas', '19970326', 'Jamaica', 2, 68, 1.82, 85, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (384, 'Amanda Azevedo', '20000429', 'Cuba', 3, 35, 1.96, 86, 2, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (385, 'André Souza', '19960620', 'Seicheles', 3, 85, 1.85, 77, 0, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (386, 'Olivia Campos', '19991120', 'Lesoto', 2, 58, 1.9, 68, 0, 13);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (387, 'João Vitor Melo', '20010608', 'Paquistão', 0, 40, 1.9, 66, 2, 13);
